name,id,examine,members,lowalch,item_limit,value,highalch,icon
Ankou top,20098,This top will make your flesh transparent.,t,1,4,1,1,Ankou top.png
Ankou's leggings,20104,These leggings will make your flesh transparent.,t,1,4,1,1,Ankou's leggings.png
Annakarl teleport (tablet),12775,"A teleport to Annakarl, in level 46 Wilderness.",t,1,10000,1,1,Annakarl teleport (tablet).png
Anti-dragon shield,1540,This provides partial protection from dragonbreath attacks.,f,8,125,20,12,Anti-dragon shield.png
Anti-poison supermix(1),11475,One dose of fishy super antipoison potion.,t,57,2000,144,86,Anti-poison supermix(1).png
Anti-poison supermix(2),11473,Two doses of fishy super antipoison potion.,t,86,2000,216,129,Anti-poison supermix(2).png
Anti-venom(1),12911,1 dose of antivenom potion.,t,44,2000,110,66,Anti-venom(1).png
Anti-venom(2),12909,2 doses of antivenom potion.,t,88,2000,220,132,Anti-venom(2).png
Anti-venom(3),12907,3 doses of antivenom potion.,t,132,2000,330,198,Anti-venom(3).png
Anti-venom(4),12905,4 doses of antivenom potion.,t,176,2000,440,264,Anti-venom(4).png
Anti-venom+(1),12919,1 dose of super antivenom potion.,t,44,2000,111,66,Anti-venom+(1).png
Anti-venom+(2),12917,2 doses of super antivenom potion.,t,88,2000,222,133,Anti-venom+(2).png
Anti-venom+(3),12915,3 doses of super antivenom potion.,t,133,2000,333,199,Anti-venom+(3).png
Anti-venom+(4),12913,4 doses of super antivenom potion.,t,177,2000,444,266,Anti-venom+(4).png
Antidote+ mix(1),11503,One dose of fishy extra strength antidote potion.,t,57,2000,144,86,Antidote+ mix(1).png
Antidote+ mix(2),11501,Two doses of fishy extra strength antidote potion.,t,86,2000,216,129,Antidote+ mix(2).png
Antidote+(1),5949,1 dose of extra strong antipoison potion.,t,57,4000,144,86,Antidote+(1).png
Antidote+(2),5947,2 doses of extra strong antipoison potion.,t,86,4000,216,129,Antidote+(2).png
Antidote+(3),5945,3 doses of extra strong antipoison potion.,t,115,4000,288,172,Antidote+(3).png
Antidote+(4),5943,4 doses of extra strong antipoison potion.,t,144,4000,360,216,Antidote+(4).png
Antidote++(1),5958,1 dose of super strong antipoison potion.,t,57,4000,144,86,Antidote++(1).png
Antidote++(2),5956,2 doses of super strong antipoison potion.,t,86,4000,216,129,Antidote++(2).png
Antidote++(3),5954,3 doses of super strong antipoison potion.,t,115,4000,288,172,Antidote++(3).png
Antidote++(4),5952,4 doses of super strong antipoison potion.,t,144,4000,360,216,Antidote++(4).png
Antifire mix(1),11507,One dose of fishy anti-firebreath potion.,t,52,2000,132,79,Antifire mix(1).png
Antifire mix(2),11505,Two doses of fishy anti-firebreath potion.,t,79,2000,198,118,Antifire mix(2).png
Antifire potion(1),2458,1 dose of anti-firebreath potion.,t,52,2000,132,79,Antifire potion(1).png
Antifire potion(2),2456,2 doses of anti-firebreath potion.,t,79,2000,198,118,Antifire potion(2).png
Antifire potion(3),2454,3 doses of anti-firebreath potion.,t,105,2000,264,158,Antifire potion(3).png
Antifire potion(4),2452,4 doses of anti-firebreath potion.,t,132,2000,330,198,Antifire potion(4).png
Antipoison mix(1),11435,One dose of fishy antipoison potion.,t,57,2000,144,86,Antipoison mix(1).png
Antipoison mix(2),11433,Two doses of fishy antipoison potion.,t,86,2000,216,129,Antipoison mix(2).png
Antipoison(1),179,1 dose of antipoison potion.,f,57,2000,144,86,Antipoison(1).png
Shortbow,841,Short but effective.,f,20,18000,50,30,Shortbow.png
Antipoison(2),177,2 doses of antipoison potion.,f,86,2000,216,129,Antipoison(2).png
Antipoison(3),175,3 doses of antipoison potion.,f,115,2000,288,172,Antipoison(3).png
Antipoison(4),2446,4 doses of antipoison potion.,f,144,2000,360,216,Antipoison(4).png
Ape atoll teleport (tablet),19631,A teleport to Ape Atoll.,t,1,10000,1,1,Ape atoll teleport (tablet).png
Apple mush,5992,A bucket of apple mush.,t,5,11000,13,7,Apple mush.png
Apple pie,2323,Mmm Apple pie.,f,12,10000,30,18,Apple pie.png
Apple sapling,5496,This sapling is ready to be replanted in a fruit tree patch.,t,1,200,1,1,Apple sapling.png
Apple tree seed,5283,Plant in a plantpot of soil to grow a sapling.,t,5,200,13,7,Apple tree seed 5.png
Apples(5),5386,A fruit basket filled with apples.,t,1,600,1,1,Apples(5).png
Apprentice wand,6910,An apprentice level wand.,t,600,125,1500,900,Apprentice wand.png
Arcane prayer scroll,21079,Scrawled words that can invoke the power of the gods.,t,32000,5,80000,48000,Arcane prayer scroll.png
Arcane sigil,12827,A sigil in the shape of an arcane symbol.,t,300000,5,750000,450000,Arcane sigil.png
Arcane spirit shield,12825,An ethereal shield with an arcane sigil attached to it.,t,800000,8,2000000,1200000,Arcane spirit shield.png
Arceuus banner,20251,An ancient banner baring the mark of the Arceuus Elders.,t,28,4,70,42,Arceuus banner.png
Arceuus hood,20113,A rare hood from Arceuus.,t,1,4,1,1,Arceuus hood.png
Arceuus library teleport (tablet),19613,A teleport to the Arceuus Library,t,1,10000,1,1,Arceuus library teleport (tablet).png
Arceuus scarf,19943,A blue scarf adorned with a dark crystal.,t,4000,4,10000,6000,Arceuus scarf.png
Archer helm,3749,This helmet is worn by archers.,t,24000,70,60000,36000,Archer helm.png
Archer icon,28298,The icon of an archer.,t,1,,1,1,Archer icon.png
Archers ring,6733,A fabled ring that improves the wearer's skill with a bow...,t,4000,8,10000,6000,Archers ring.png
Archery ticket,1464,I can exchange this for equipment.,t,10,18000,25,15,Archery ticket.png
Arctic pine logs,10810,Log cut from an arctic pine.,t,14,11000,35,21,Arctic pine logs.png
Arctic pyre logs,10808,Arctic pine logs prepared with sacred oil for a funeral pyre.,t,80,11000,200,120,Arctic pyre logs.png
Ardougne teleport (tablet),8011,A teleport to East Ardougne.,t,1,10000,1,1,Ardougne teleport (tablet).png
Arena book,6891,A book about the Training Arena.,t,1,15,1,1,Arena book.png
Armadyl bracers,12506,Armadyl blessed dragonhide vambraces.,t,1600,8,4000,2400,Armadyl bracers.png
Armadyl chainskirt,11830,A chainskirt of great craftsmanship.,t,115960,8,289900,173940,Armadyl chainskirt.png
Armadyl chaps,12510,Armadyl blessed dragonhide chaps.,t,2400,8,6000,3600,Armadyl chaps.png
Armadyl chestplate,11828,Armour of great craftsmanship.,t,116000,8,290000,174000,Armadyl chestplate.png
Armadyl cloak,12261,An Armadyl cloak.,t,800,8,2000,1200,Armadyl cloak.png
Armadyl coif,12512,Armadyl blessed dragonhide coif.,t,800,8,2000,1200,Armadyl coif.png
Armadyl crossbow,11785,A weapon originally developed for Armadyl's forces.,t,396000,8,990000,594000,Armadyl crossbow.png
Armadyl crozier,12263,An Armadyl crozier.,t,2000,8,5000,3000,Armadyl crozier.png
Armadyl d'hide body,12508,Armadyl blessed dragonhide body armour.,t,5200,8,13000,7800,Armadyl d'hide body.png
Armadyl d'hide boots,19930,Armadyl blessed dragonhide boots.,t,3720,8,9300,5580,Armadyl d'hide boots.png
Armadyl d'hide shield,23200,Armadyl blessed wooden shield covered in dragon leather.,t,11333,8,28334,17000,Armadyl d'hide shield.png
Armadyl dragonhide set,13169,"A set containing an Armadyl dragonhide coif, body, chaps and bracers.",t,3800,8,9500,5700,Armadyl dragonhide set.png
Armadyl full helm,12476,Rune full helmet in the colours of Armadyl.,f,14080,8,35200,21120,Armadyl full helm.png
Armadyl godsword,11802,"A beautiful, heavy sword.",t,500000,8,1250000,750000,Armadyl godsword.png
Armadyl godsword ornament kit,20068,Use on an Armadyl godsword to make it look fancier!,t,2000,4,5000,3000,Armadyl godsword ornament kit.png
Armadyl helmet,11826,A helmet of great craftsmanship.,t,115600,8,289000,173400,Armadyl helmet.png
Armadyl hilt,11810,Brimming with potential.,t,200000,10000,500000,300000,Armadyl hilt.png
Armadyl kiteshield,12478,Rune kiteshield in the colours of Armadyl.,f,21760,8,54400,32640,Armadyl kiteshield.png
Armadyl mitre,12259,An Armadyl mitre.,t,2000,8,5000,3000,Armadyl mitre.png
Armadyl page 1,12617,This seems to have been torn from a book...,t,160,5,400,240,Armadyl page 1.png
Armadyl page 2,12618,This seems to have been torn from a book...,t,160,5,400,240,Armadyl page 2.png
Armadyl page 3,12619,This seems to have been torn from a book...,t,160,5,400,240,Armadyl page 3.png
Armadyl page 4,12620,This seems to have been torn from a book...,t,160,5,400,240,Armadyl page 4.png
Armadyl platebody,12470,Rune platebody in the colours of Armadyl.,f,26000,8,65000,39000,Armadyl platebody.png
Armadyl platelegs,12472,Rune platelegs in the colours of Armadyl.,f,25600,8,64000,38400,Armadyl platelegs.png
Armadyl plateskirt,12474,Rune plateskirt in the colours of Armadyl.,f,25600,8,64000,38400,Armadyl plateskirt.png
Armadyl robe legs,12255,Leggings from the Armadyl Vestments.,t,2800,8,7000,4200,Armadyl robe legs.png
Armadyl robe top,12253,Armadyl Vestments.,t,2800,8,7000,4200,Armadyl robe top.png
Armadyl rune armour set (lg),13052,"A set containing a full helm, platebody, legs and kiteshield.",f,32000,8,80000,48000,Armadyl rune armour set (lg).png
Armadyl rune armour set (sk),13054,"A set containing a full helm, platebody, skirt and kiteshield.",f,32000,8,80000,48000,Armadyl rune armour set (sk).png
Armadyl stole,12257,An Armadyl stole.,t,1000,8,2500,1500,Armadyl stole.png
Armadylean plate,27269,High grade material.,t,1,,1,1,Armadylean plate.png
Arrow shaft,52,A wooden arrow shaft.,t,1,7000,1,1,Arrow shaft 5.png
Asgarnian ale,1905,Probably the finest ale in Asgarnia.,f,1,2000,2,1,Asgarnian ale.png
Asgarnian ale (flatpack),8520,How does it all fit in there?,t,4,500,10,6,Asgarnian ale (flatpack).png
Asgarnian ale(4),5785,This keg contains 4 pints of Asgarnian Ale.,t,1,2000,1,1,Asgarnian ale(4).png
Asgarnian ale(m),5739,This looks a good deal stronger than normal Asgarnian Ale.,t,1,2000,2,1,Asgarnian ale(m).png
Asgarnian ale(m4),5865,This keg contains 4 pints of mature Asgarnian Ale.,t,1,2000,1,1,Asgarnian ale(m4).png
Asgarnian hops,5996,A handful of Asgarnian Hops.,t,2,11000,5,3,Asgarnian hops.png
Asgarnian seed,5308,An Asgarnian hop seed - plant in a hops patch.,t,1,2000,3,1,Asgarnian seed 5.png
Ashes,592,A heap of ashes.,f,1,13000,2,1,Ashes.png
Assorted flowers,2460,A posy of flowers.,t,40,150,100,60,Assorted flowers.png
Astral rune,9075,Used for Lunar spells.,t,20,15000,50,30,Astral rune.png
Asyn remains,3402,The remains of a deadly shade.,t,1,7500,1,1,Asyn remains.png
Atlatl dart,28991,Quite big for a dart.,t,196,11000,490,294,Atlatl dart.png
Attack mix(1),11431,One dose of fishy Attack potion.,t,2,2000,6,3,Attack mix(1).png
Attack mix(2),11429,Two doses of fishy Attack potion.,t,3,2000,9,5,Attack mix(2).png
Attack potion(1),125,1 dose of Attack potion.,t,2,2000,6,3,Attack potion(1).png
Attack potion(2),123,2 doses of Attack potion.,t,3,2000,9,5,Attack potion(2).png
Attack potion(3),121,3 doses of Attack potion.,t,4,2000,12,7,Attack potion(3).png
Attack potion(4),2428,4 doses of Attack potion.,t,6,2000,15,9,Attack potion(4).png
Avantoe,261,A useful herb.,t,19,13000,48,28,Avantoe.png
Avantoe potion (unf),103,I need another ingredient to finish this Avantoe potion.,t,19,10000,48,28,Avantoe potion (unf).png
Avantoe seed,5298,An avantoe seed - plant in a herb patch.,t,3,200,8,4,Avantoe seed 5.png
Avernic defender hilt,22477,Perhaps this could be used to create a defensive weapon.,t,1000000,8,2500000,1500000,Avernic defender hilt.png
Awakener's orb,28334,A mysterious orb of unknown power. What could it do?,t,1,50,1,1,Awakener's orb.png
Axeman's folly,5751,This might help me chop harder.,t,1,2000,2,1,Axeman's folly.png
Axeman's folly(4),5825,This keg contains 4 pints of Axeman's Folly.,t,1,2000,1,1,Axeman's folly(4).png
Axeman's folly(m),5753,This looks a good deal stronger than normal Axeman's Folly.,t,1,2000,2,1,Axeman's folly(m).png
Axeman's folly(m4),5905,This keg contains 4 pints of mature Axeman's Folly.,t,1,2000,1,1,Axeman's folly(m4).png
Baby impling jar,11238,Baby impling in a jar. That's a bit cruel.,t,20,18000,50,30,Baby impling jar.png
Babydragon bones,534,Ew it's a pile of bones.,t,1,3000,1,1,Babydragon bones.png
Bag of salt,4161,A bag of salt.,t,4,8000,10,6,Bag of salt.png
Bagged bluebells,8455,You can plant this in your garden.,t,6000,10000,15000,9000,Bagged bluebells.png
Bagged daffodils,8453,You can plant this in your garden.,t,4000,10000,10000,6000,Bagged daffodils.png
Bagged dead tree,8417,You can plant this in your garden.,t,400,10000,1000,600,Bagged dead tree.png
Bagged flower,8451,You can plant this in your garden.,t,2000,10000,5000,3000,Bagged flower.png
Bagged magic tree,8429,You can plant this in your garden.,t,20000,10000,50000,30000,Bagged magic tree.png
Bagged maple tree,8425,You can plant this in your garden.,t,6000,10000,15000,9000,Bagged maple tree.png
Bagged marigolds,8459,You can plant this in your garden.,t,4000,10000,10000,6000,Bagged marigolds.png
Bagged nice tree,8419,You can plant this in your garden.,t,800,10000,2000,1200,Bagged nice tree.png
Bagged oak tree,8421,You can plant this in your garden.,t,2000,10000,5000,3000,Bagged oak tree.png
Bagged plant 1,8431,You can plant this in your garden.,t,400,10000,1000,600,Bagged plant 1.png
Bagged plant 2,8433,You can plant this in your garden.,t,2000,10000,5000,3000,Bagged plant 2.png
Bagged plant 3,8435,You can plant this in your garden.,t,4000,10000,10000,6000,Bagged plant 3.png
Bagged roses,8461,You can plant this in your garden.,t,6000,10000,15000,9000,Bagged roses.png
Bagged sunflower,8457,You can plant this in your garden.,t,2000,10000,5000,3000,Bagged sunflower.png
Bagged willow tree,8423,You can plant this in your garden.,t,4000,10000,10000,6000,Bagged willow tree.png
Bagged yew tree,8427,You can plant this in your garden.,t,8000,10000,20000,12000,Bagged yew tree.png
Baked potato,6701,It'd taste even better with some toppings.,t,1,13000,4,2,Baked potato.png
Ball of wool,1759,Spun from sheeps' wool.,f,1,13000,2,1,Ball of wool.png
Ballista limbs,19592,Sturdy struts.,t,20000,8,50000,30000,Ballista limbs.png
Ballista spring,19601,A spring-loaded mechanism.,t,20000,8,50000,30000,Ballista spring.png
Banana,1963,Mmm this looks tasty.,f,1,13000,2,1,Banana.png
Banana sapling,5497,This sapling is ready to be replanted in a fruit tree patch.,t,1,200,1,1,Banana sapling.png
Banana stew,4016,It's a bowl full of mushy banana.,t,120,6000,300,180,Banana stew.png
Banana tree seed,5284,Plant in a plantpot of soil to grow a sapling.,t,8,200,20,12,Banana tree seed 5.png
Bananas(5),5416,A fruit basket filled with bananas.,t,1,600,1,1,Bananas(5).png
Bandana eyepatch (blue),8926,Essential pirate wear.,t,40,150,100,60,Bandana eyepatch (blue).png
Bandana eyepatch (brown),8927,Essential pirate wear.,t,40,150,100,60,Bandana eyepatch (brown).png
Bandana eyepatch (red),8925,Essential pirate wear.,t,40,150,100,60,Bandana eyepatch (red).png
Bandana eyepatch (white),8924,Essential pirate wear.,t,40,150,100,60,Bandana eyepatch (white).png
Bandit's brew,4627,A cheeky little lager.,t,200,2000,500,300,Bandit's brew.png
Bandos boots,11836,Some sturdy boots.,t,115604,8,289010,173406,Bandos boots.png
Bandos bracers,12498,Bandos blessed dragonhide vambraces.,t,1600,8,4000,2400,Bandos bracers.png
Bandos chaps,12502,Bandos blessed dragonhide chaps.,t,2400,8,6000,3600,Bandos chaps.png
Bandos chestplate,11832,A sturdy chestplate.,t,116004,8,290010,174006,Bandos chestplate.png
Bandos cloak,12273,A Bandos cloak.,t,800,8,2000,1200,Bandos cloak.png
Bandos coif,12504,Bandos blessed dragonhide coif.,t,800,8,2000,1200,Bandos coif.png
Bandos crozier,12275,A Bandos crozier.,t,2000,8,5000,3000,Bandos crozier.png
Bandos d'hide body,12500,Bandos blessed dragonhide body armour.,t,5200,8,13000,7800,Bandos d'hide body.png
Bandos d'hide boots,19924,Bandos blessed dragonhide boots.,t,3720,8,9300,5580,Bandos d'hide boots.png
Bandos d'hide shield,23203,Bandos blessed wooden shield covered in dragon leather.,t,11333,8,28334,17000,Bandos d'hide shield.png
Bandos dragonhide set,13167,"A set containing a Bandos dragonhide coif, body, chaps and bracers.",t,3800,8,9500,5700,Bandos dragonhide set.png
Bandos full helm,12486,Rune full helmet in the colours of Bandos.,f,14080,8,35200,21120,Bandos full helm.png
Bandos godsword,11804,A brutally heavy sword.,t,500000,8,1250000,750000,Bandos godsword.png
Bandos godsword ornament kit,20071,Use on a Bandos godsword to make it look fancier!,t,2000,4,5000,3000,Bandos godsword ornament kit.png
Bandos hilt,11812,Brimming with potential.,t,200000,10000,500000,300000,Bandos hilt.png
Bandos kiteshield,12488,Rune kiteshield in the colours of Bandos.,f,21760,8,54400,32640,Bandos kiteshield.png
Bandos mitre,12271,A Bandos mitre.,t,2000,8,5000,3000,Bandos mitre.png
Bandos page 1,12613,This seems to have been torn from a book...,t,160,5,400,240,Bandos page 1.png
Sardine,325,Some nicely cooked sardines.,f,4,6000,10,6,Sardine.png
Bandos page 2,12614,This seems to have been torn from a book...,t,160,5,400,240,Bandos page 2.png
Bandos page 3,12615,This seems to have been torn from a book...,t,160,5,400,240,Bandos page 3.png
Bandos page 4,12616,This seems to have been torn from a book...,t,160,5,400,240,Bandos page 4.png
Bandos platebody,12480,Rune platebody in the colours of Bandos.,f,26000,8,65000,39000,Bandos platebody.png
